FECHA,CO,TLA,NO2,NOX,O3,PM10,SO2
07/07/2010,1.6,12,55,67,75,83,5
07/07/2010,1.1,12,30,42,19,32,3
07/07/2010,1.7,29,43,72,13,37,3
07/07/2010,1.3,21,32,53,18,39,2
07/07/2010,1.4,22,36,58,16,36,2
07/07/2010,1.7,18,44,62,12,47,5
07/07/2010,1.2,14,46,60,9,38,5
07/07/2010,1.0,10,44,53,10,29,8
07/07/2010,1.3,23,65,87,4,29,5
07/07/2010,1.3,12,44,56,5,35,4
07/07/2010,0.9,4,33,37,14,26,3
08/07/2010,0.8,3,23,26,19,34,4
08/07/2010,0.8,4,33,36,11,-99,4
08/07/2010,0.7,3,19,22,18,-99,3
08/07/2010,0.6,3,16,19,16,-99,2
08/07/2010,0.7,17,27,45,3,-99,2
08/07/2010,0.8,17,25,42,2,-99,2
08/07/2010,1.0,19,23,42,2,-99,3
08/07/2010,1.4,43,26,70,0,-99,3
08/07/2010,1.8,54,35,89,5,-99,3
08/07/2010,2.1,78,39,117,4,-99,3
08/07/2010,-99,-99,-99,-99,-99,-99,-99
08/07/2010,1.6,53,36,89,16,71,5
08/07/2010,1.6,33,48,82,38,75,5
08/07/2010,1.4,17,37,54,65,72,4
08/07/2010,1.3,12,40,52,72,79,4
08/07/2010,-99,-99,-99,-99,-99,-99,-99
08/07/2010,1.6,16,41,56,59,61,3
08/07/2010,1.4,22,36,58,16,42,4
08/07/2010,1.3,29,39,67,9,33,5
08/07/2010,1.5,44,37,81,1,36,3
08/07/2010,1.1,32,28,60,-99,37,3
08/07/2010,0.8,31,23,53,2,23,2
08/07/2010,1.0,15,27,42,2,17,1
08/07/2010,0.7,12,20,32,1,26,2
09/07/2010,0.7,19,20,39,-99,39,2
09/07/2010,0.7,23,23,46,-99,28,2
09/07/2010,0.7,14,21,35,-99,17,1
09/07/2010,0.7,10,21,31,-99,21,1
09/07/2010,0.8,18,23,41,-99,23,1
09/07/2010,1.2,45,26,70,-99,25,2
09/07/2010,1.7,87,34,121,-99,34,3
09/07/2010,2.3,80,32,113,0,36,3
09/07/2010,2.4,83,34,116,1,44,4
09/07/2010,1.9,73,26,99,1,40,3
09/07/2010,1.5,47,27,74,4,46,3
09/07/2010,1.5,39,29,68,13,44,2
09/07/2010,1.4,30,33,63,15,63,3
09/07/2010,2.2,40,39,79,11,63,3
09/07/2010,1.5,38,29,67,15,25,2
09/07/2010,1.3,25,29,54,28,30,2
09/07/2010,1.0,15,23,38,32,21,2
09/07/2010,1.3,20,29,49,19,27,2
09/07/2010,1.3,32,42,74,3,38,11
09/07/2010,1.6,42,36,78,1,30,4
09/07/2010,1.9,40,42,81,1,13,2
09/07/2010,1.4,21,38,59,3,14,1
09/07/2010,1.5,27,40,66,0,17,2
09/07/2010,1.6,35,39,73,0,11,2
10/07/2010,1.2,22,38,59,0,15,1
10/07/2010,0.6,5,14,19,8,20,1
10/07/2010,0.6,11,19,30,3,20,1
10/07/2010,0.7,10,21,31,1,50,2
10/07/2010,0.9,13,19,33,1,52,2
10/07/2010,1.2,26,22,48,0,54,3
10/07/2010,1.4,44,23,67,0,49,5
10/07/2010,1.5,51,24,75,1,46,5
10/07/2010,1.4,57,24,81,3,46,6
10/07/2010,1.2,45,20,65,8,52,6
10/07/2010,1.0,26,19,45,16,38,3
10/07/2010,1.1,15,17,32,23,37,2
10/07/2010,1.0,13,15,28,27,30,4
10/07/2010,0.8,10,10,20,38,27,3
10/07/2010,0.7,8,12,21,35,21,2
10/07/2010,0.9,13,18,31,25,16,2
10/07/2010,1.2,17,32,49,11,47,1
10/07/2010,1.1,15,25,40,14,25,1
10/07/2010,1.2,22,34,56,6,28,2
10/07/2010,1.2,25,34,60,3,36,3
10/07/2010,0.9,20,25,45,1,35,5
10/07/2010,1.0,30,23,53,0,25,7
10/07/2010,1.0,26,20,45,0,6,2
10/07/2010,0.9,22,19,41,0,16,2
11/07/2010,0.8,13,17,30,1,5,2
11/07/2010,0.7,9,16,25,3,4,1
11/07/2010,0.6,7,13,20,4,13,1
11/07/2010,0.7,8,15,23,3,14,1
11/07/2010,0.7,17,19,36,0,20,1
11/07/2010,0.8,18,16,34,1,23,3
11/07/2010,1.0,38,21,59,0,28,4
11/07/2010,1.1,37,18,55,2,35,4
11/07/2010,1.1,28,18,46,7,32,4
11/07/2010,1.1,31,16,47,10,35,4
11/07/2010,1.0,17,12,28,25,31,2
11/07/2010,0.9,14,18,32,35,40,4
11/07/2010,1.0,15,17,32,46,43,3
11/07/2010,1.0,10,14,23,64,41,2
11/07/2010,0.9,7,10,18,68,37,2
11/07/2010,1.0,10,12,22,59,28,1
11/07/2010,1.0,13,28,41,35,26,2
11/07/2010,1.5,8,45,53,32,56,2
11/07/2010,1.6,9,50,59,27,47,1
11/07/2010,1.6,14,50,64,16,50,2
11/07/2010,1.2,7,33,40,18,27,1
11/07/2010,1.0,6,29,35,15,32,2
11/07/2010,1.0,6,32,37,9,19,1
11/07/2010,0.9,6,25,31,7,24,3
12/07/2010,0.7,-99,-99,-99,6,26,4
12/07/2010,0.8,-99,-99,-99,0,25,2
12/07/2010,-99,20,20,40,0,31,-99
12/07/2010,0.8,23,18,40,-99,26,7
12/07/2010,1.0,39,17,57,0,30,7
12/07/2010,1.7,103,19,122,0,48,6
12/07/2010,2.3,154,21,176,0,78,7
12/07/2010,2.1,105,25,131,2,75,11
12/07/2010,1.8,80,34,114,5,64,8
12/07/2010,1.9,69,45,113,6,91,8
12/07/2010,1.7,52,53,105,17,100,7
12/07/2010,1.2,27,39,66,35,90,6
12/07/2010,1.3,18,38,56,58,74,4
12/07/2010,1.3,15,32,47,86,83,4
12/07/2010,1.3,9,25,34,86,67,4
12/07/2010,1.0,14,17,31,69,46,4
12/07/2010,0.9,12,20,32,41,69,5
12/07/2010,1.0,15,26,41,33,46,6
12/07/2010,0.9,15,22,37,22,38,3
12/07/2010,1.0,19,31,50,10,57,3
12/07/2010,1.0,18,30,47,4,43,2
12/07/2010,1.0,14,27,41,5,31,2
12/07/2010,0.8,10,28,38,5,34,2
12/07/2010,0.7,11,22,32,-99,30,25
13/07/2010,0.6,6,19,24,2,33,33
13/07/2010,0.6,10,20,30,1,42,26
13/07/2010,0.6,7,18,25,-99,33,19
13/07/2010,0.7,8,16,24,-99,35,15
13/07/2010,0.8,23,17,40,0,33,24
13/07/2010,1.0,45,25,70,0,41,18
13/07/2010,1.2,61,26,86,1,56,23
13/07/2010,1.3,75,30,105,1,95,42
13/07/2010,1.3,54,27,80,3,74,42
13/07/2010,1.4,47,29,75,8,87,39
13/07/2010,1.2,32,28,60,20,95,25
13/07/2010,1.3,20,26,47,38,64,15
13/07/2010,1.0,12,18,30,52,49,5
13/07/2010,1.0,21,20,41,42,48,4
13/07/2010,1.0,24,15,39,41,29,3
13/07/2010,1.0,22,20,42,40,15,3
13/07/2010,1.0,25,21,45,37,17,3
13/07/2010,1.0,27,18,45,31,27,2
13/07/2010,1.0,31,18,49,20,27,3
13/07/2010,1.1,22,27,49,15,33,2
13/07/2010,1.0,22,19,40,11,42,2
13/07/2010,1.2,20,20,40,12,23,2
13/07/2010,0.7,9,17,25,14,32,1
13/07/2010,0.6,7,20,27,9,38,3
14/07/2010,0.6,6,20,26,-99,36,3
14/07/2010,0.6,3,11,14,-99,31,1
14/07/2010,0.5,0,9,8,-99,39,1
14/07/2010,0.6,1,12,12,-99,38,1
14/07/2010,0.6,6,15,20,-99,47,1
14/07/2010,0.9,26,22,49,-99,52,7
14/07/2010,1.5,69,27,96,-99,89,14
14/07/2010,1.3,46,26,72,-99,69,36
14/07/2010,1.4,60,30,89,4,98,23
14/07/2010,1.4,50,32,82,9,102,13
14/07/2010,1.2,28,27,55,18,96,11
14/07/2010,1.3,22,20,43,30,64,4
14/07/2010,1.0,13,15,28,37,53,2
14/07/2010,1.0,14,18,32,46,40,2
14/07/2010,1.0,17,19,36,47,52,2
14/07/2010,1.1,17,25,41,43,40,3
14/07/2010,1.1,15,27,42,48,46,2
14/07/2010,1.2,15,29,44,33,48,4
14/07/2010,1.1,10,33,43,15,69,6
14/07/2010,1.2,15,28,43,16,51,2
14/07/2010,1.2,11,38,49,8,28,2
14/07/2010,1.1,16,35,50,-99,29,2
14/07/2010,0.9,5,26,31,-99,19,1
14/07/2010,0.7,7,26,33,1,43,2
15/07/2010,0.7,-99,-99,-99,-99,16,2
15/07/2010,0.6,2,18,19,5,17,1
15/07/2010,0.6,5,18,23,4,26,1
15/07/2010,0.6,3,17,18,-99,31,1
15/07/2010,0.7,12,18,29,-99,27,2
15/07/2010,1.1,28,20,48,-99,28,2
15/07/2010,1.6,63,22,84,-99,48,4
15/07/2010,1.7,78,25,102,-99,59,5
15/07/2010,1.4,47,26,73,8,74,8
15/07/2010,1.1,31,30,59,11,61,7
15/07/2010,1.3,22,31,52,23,50,5
15/07/2010,1.4,18,28,46,38,51,3
15/07/2010,1.1,11,23,35,51,38,3
15/07/2010,1.2,13,25,37,71,38,2
15/07/2010,0.9,4,20,25,82,45,3
15/07/2010,0.9,10,25,35,36,63,4
15/07/2010,1.0,6,26,32,20,52,2
15/07/2010,1.2,10,25,35,15,42,5
15/07/2010,1.1,14,34,48,10,34,2
15/07/2010,1.2,17,48,65,6,39,3
15/07/2010,1.0,12,38,50,5,24,2
15/07/2010,0.9,4,25,29,13,16,1
15/07/2010,0.7,5,23,28,7,19,1
15/07/2010,0.7,12,24,36,4,28,2
16/07/2010,-99,5,19,24,10,14,1
16/07/2010,-99,-99,-99,-99,12,23,1
16/07/2010,-99,12,26,34,4,56,3
16/07/2010,-99,17,29,47,1,47,4
16/07/2010,-99,-99,-99,-99,5,15,2
16/07/2010,1.1,39,37,76,0,54,3
16/07/2010,1.4,55,30,84,1,96,6
16/07/2010,1.6,94,30,124,2,77,6
16/07/2010,1.4,57,32,89,7,80,7
16/07/2010,1.4,42,28,70,13,70,5
16/07/2010,1.1,27,26,53,23,62,4
16/07/2010,1.1,18,22,40,34,63,4
16/07/2010,-99,-99,-99,-99,-99,53,-99
16/07/2010,1.1,10,15,25,57,56,7
16/07/2010,1.0,6,15,21,57,57,4
16/07/2010,0.8,6,15,21,45,47,2
16/07/2010,0.8,6,17,23,40,82,2
16/07/2010,0.9,12,11,24,30,57,2
16/07/2010,0.9,10,19,29,20,54,1
16/07/2010,0.9,7,14,20,18,59,1
16/07/2010,0.7,9,13,23,15,50,1
16/07/2010,0.8,9,17,26,7,72,3
16/07/2010,0.8,6,20,26,4,70,4
16/07/2010,0.7,9,22,31,-99,67,2
17/07/2010,0.7,5,19,21,3,59,2
17/07/2010,0.6,5,18,23,4,60,2
17/07/2010,0.7,22,21,42,-99,69,6
17/07/2010,0.7,3,15,17,1,59,12
17/07/2010,0.7,14,17,31,1,58,8
17/07/2010,1.2,58,23,81,0,89,8
17/07/2010,1.5,88,25,113,0,111,13
17/07/2010,1.5,63,26,89,4,94,25
17/07/2010,1.4,55,30,85,7,107,13
17/07/2010,1.3,41,28,69,12,87,19
17/07/2010,1.0,23,23,46,21,69,23
17/07/2010,1.1,14,14,27,32,52,7
17/07/2010,1.0,7,15,23,38,55,2
17/07/2010,0.8,6,8,14,43,48,2
17/07/2010,0.9,8,10,19,35,31,1
17/07/2010,0.8,7,14,21,37,55,2
17/07/2010,0.8,6,12,18,32,46,2
17/07/2010,0.8,5,15,19,24,31,2
17/07/2010,1.1,20,27,47,5,26,2
17/07/2010,1.0,7,28,34,2,23,1
17/07/2010,1.1,21,27,48,1,38,2
17/07/2010,0.7,8,18,25,7,35,3
17/07/2010,0.7,7,13,19,8,33,3
17/07/2010,0.6,3,13,15,8,33,6
18/07/2010,0.5,4,10,15,10,33,4
18/07/2010,0.6,3,11,14,10,25,3
18/07/2010,0.6,5,11,16,6,41,3
18/07/2010,0.6,5,13,17,5,45,6
18/07/2010,0.6,8,15,23,3,53,8
18/07/2010,0.6,10,14,24,3,52,11
18/07/2010,0.7,16,15,31,4,29,3
18/07/2010,1.0,23,18,41,6,17,2
18/07/2010,0.9,20,12,31,14,17,3
18/07/2010,0.8,15,11,26,22,17,2
18/07/2010,0.8,12,10,22,28,25,1
18/07/2010,0.7,10,11,21,36,31,2
18/07/2010,0.8,10,11,21,43,26,1
18/07/2010,0.7,8,7,15,48,25,1
18/07/2010,0.7,9,9,18,47,22,1
18/07/2010,0.8,11,10,21,43,23,2
18/07/2010,0.7,8,14,21,36,47,4
18/07/2010,0.8,8,16,25,14,18,2
18/07/2010,1.0,13,23,37,7,27,6
18/07/2010,0.9,15,25,40,5,21,2
18/07/2010,1.0,28,27,55,2,35,3
18/07/2010,0.9,17,22,39,0,31,3
18/07/2010,0.8,17,20,37,1,31,3
18/07/2010,0.6,7,17,24,4,25,4
19/07/2010,0.5,-99,-99,-99,3,36,6
19/07/2010,0.5,-99,-99,-99,14,11,2
19/07/2010,-99,9,19,28,7,8,-99
19/07/2010,0.5,5,22,26,-99,21,3
19/07/2010,0.6,14,26,41,2,21,3
19/07/2010,0.7,20,25,45,1,14,2
19/07/2010,1.0,35,26,61,1,28,2
19/07/2010,1.3,53,25,77,-99,32,-99
19/07/2010,1.2,34,19,54,13,30,3
19/07/2010,1.0,34,17,51,20,22,2
19/07/2010,1.0,20,17,37,26,30,2
19/07/2010,1.0,18,16,34,35,30,1
19/07/2010,-99,-99,-99,-99,-99,23,-99
19/07/2010,1.0,10,7,17,41,38,1
19/07/2010,0.9,11,11,22,38,19,2
19/07/2010,0.8,10,14,25,34,45,1
19/07/2010,0.8,13,11,23,31,40,1
19/07/2010,1.0,15,13,28,26,31,1
19/07/2010,1.0,11,27,38,11,13,1
19/07/2010,1.2,21,28,50,10,20,2
19/07/2010,0.7,26,23,49,8,41,2
19/07/2010,0.7,15,21,35,9,30,3
19/07/2010,0.6,7,21,27,7,25,4
19/07/2010,0.6,5,18,23,10,26,3
20/07/2010,0.6,5,18,24,7,25,4
20/07/2010,0.5,8,21,28,4,16,2
20/07/2010,0.5,4,15,20,10,20,2
20/07/2010,0.5,5,18,24,7,15,3
20/07/2010,0.6,9,18,27,8,12,1
20/07/2010,0.9,30,26,57,1,37,3
20/07/2010,1.1,39,24,62,1,40,4
20/07/2010,1.2,42,24,65,5,33,4
20/07/2010,1.2,39,24,63,8,50,4
20/07/2010,1.0,33,23,55,11,41,3
20/07/2010,1.1,26,28,54,16,46,3
20/07/2010,0.9,20,20,40,20,40,2
20/07/2010,0.9,19,19,37,29,32,2
20/07/2010,0.8,12,14,26,40,41,3
20/07/2010,0.8,12,12,24,44,35,2
20/07/2010,0.8,11,15,27,35,40,2
20/07/2010,1.1,12,29,42,18,33,2
20/07/2010,1.1,14,25,39,16,6,1
20/07/2010,1.5,29,30,59,9,15,1
20/07/2010,1.9,38,36,75,-99,20,2
20/07/2010,1.2,39,30,68,2,25,3
20/07/2010,0.8,19,27,45,2,24,3
20/07/2010,0.9,12,22,33,-99,11,2
20/07/2010,0.8,8,19,27,-99,13,1
21/07/2010,0.6,2,14,16,-99,15,1
21/07/2010,0.6,2,11,14,-99,7,1
21/07/2010,0.6,3,15,18,-99,16,2
21/07/2010,0.7,10,18,28,-99,27,2
21/07/2010,0.8,15,17,32,-99,30,2
21/07/2010,0.9,23,21,43,-99,25,2
21/07/2010,1.2,46,25,71,1,38,3
21/07/2010,1.4,41,23,63,4,40,3
21/07/2010,1.2,38,24,61,11,32,2
21/07/2010,1.0,26,16,43,16,43,2
21/07/2010,1.0,20,12,32,25,30,2
21/07/2010,0.9,13,11,25,30,29,1
21/07/2010,0.9,13,10,24,33,36,2
21/07/2010,0.9,13,14,28,35,22,2
21/07/2010,0.9,11,11,23,31,41,3
21/07/2010,0.7,11,9,20,32,19,2
21/07/2010,0.8,15,11,26,26,47,2
21/07/2010,0.8,15,15,30,20,36,1
21/07/2010,0.7,21,19,40,12,36,2
21/07/2010,0.8,21,17,37,8,32,2
21/07/2010,0.8,16,13,30,10,12,1
21/07/2010,0.8,15,16,31,9,17,1
21/07/2010,0.6,11,12,23,11,15,1
21/07/2010,0.5,8,9,17,12,8,1
22/07/2010,0.5,6,10,17,14,15,2
22/07/2010,0.5,5,16,21,10,13,2
22/07/2010,0.5,4,14,18,9,12,2
22/07/2010,0.5,4,11,14,10,15,1
22/07/2010,0.6,6,12,19,8,16,1
22/07/2010,0.7,11,15,26,6,12,3
22/07/2010,1.0,24,22,45,2,43,4
22/07/2010,1.3,54,24,78,0,64,6
22/07/2010,1.2,35,22,56,4,44,6
22/07/2010,1.0,23,14,37,11,30,8
22/07/2010,0.9,17,15,32,14,21,5
22/07/2010,1.0,15,13,28,14,30,4
22/07/2010,1.0,26,20,46,12,37,12
22/07/2010,0.9,15,18,34,17,32,5
22/07/2010,0.9,18,21,39,13,31,6
22/07/2010,1.0,20,18,38,10,25,3
22/07/2010,1.2,25,19,45,11,19,2
22/07/2010,1.2,24,21,45,5,10,2
22/07/2010,-99,-99,-99,-99,-99,-99,-99
22/07/2010,-99,-99,-99,-99,-99,-99,-99
22/07/2010,-99,-99,-99,-99,-99,-99,-99
22/07/2010,1.2,25,21,46,0,9,2
22/07/2010,0.8,16,17,33,0,1,6
22/07/2010,0.7,11,17,28,1,21,35
23/07/2010,0.7,10,17,26,1,13,30
23/07/2010,0.6,9,12,21,3,10,15
23/07/2010,0.6,11,14,24,2,21,12
23/07/2010,0.6,15,16,31,0,22,20
23/07/2010,0.8,20,14,34,1,24,21
23/07/2010,1.0,34,20,53,2,20,23
23/07/2010,1.2,47,17,64,-99,30,22
23/07/2010,1.3,49,21,70,-99,31,17
23/07/2010,1.4,52,21,73,2,52,13
23/07/2010,1.4,55,26,81,4,57,11
23/07/2010,1.2,36,21,56,10,41,11
23/07/2010,1.2,29,20,48,12,28,13
23/07/2010,1.2,51,22,73,6,37,11
23/07/2010,1.6,54,34,88,11,58,12
23/07/2010,1.3,34,29,62,11,41,10
23/07/2010,1.3,20,29,50,9,35,5
23/07/2010,-99,-99,-99,-99,-99,-99,-99
23/07/2010,2.5,63,50,112,3,34,7
23/07/2010,2.1,39,46,85,1,31,5
23/07/2010,2.4,67,48,115,0,38,5
23/07/2010,1.9,47,42,89,0,22,3
23/07/2010,2.5,71,40,111,0,28,3
23/07/2010,1.9,39,35,73,0,33,3
23/07/2010,1.8,55,35,90,0,39,3
24/07/2010,1.6,33,33,66,0,23,2
24/07/2010,1.5,22,32,53,0,22,2
24/07/2010,1.4,15,33,47,0,30,2
24/07/2010,1.2,23,33,56,0,31,2
24/07/2010,1.6,33,31,64,0,31,2
24/07/2010,1.5,37,30,67,0,27,2
24/07/2010,1.6,56,28,83,0,41,3
24/07/2010,1.9,71,28,99,0,39,3
24/07/2010,2.0,79,33,112,1,40,3
24/07/2010,2.5,89,31,120,1,42,3
24/07/2010,2.4,65,30,94,2,34,2
24/07/2010,1.8,42,21,64,5,23,2
24/07/2010,1.6,26,21,47,10,26,2
24/07/2010,2.1,38,31,68,5,27,2
24/07/2010,2.6,59,34,93,3,26,2
24/07/2010,1.7,35,28,63,8,24,2
24/07/2010,1.9,47,36,84,3,16,3
24/07/2010,1.5,54,34,88,0,14,2
24/07/2010,1.8,51,37,89,0,26,2
24/07/2010,1.7,49,38,87,0,27,2
24/07/2010,1.8,44,36,80,0,13,2
24/07/2010,2.0,58,32,91,0,20,2
24/07/2010,2.1,75,32,107,0,24,2
24/07/2010,2.2,79,32,112,0,28,2
25/07/2010,2.3,89,32,121,0,18,3
25/07/2010,1.9,74,29,103,0,26,3
25/07/2010,1.9,69,27,96,0,20,2
25/07/2010,2.0,73,24,97,0,24,2
25/07/2010,2.1,88,29,117,1,32,3
25/07/2010,1.8,74,23,97,0,28,3
25/07/2010,2.1,75,21,96,0,21,2
25/07/2010,2.0,78,24,102,0,27,2
25/07/2010,2.6,75,32,107,2,32,3
25/07/2010,2.0,76,39,115,5,51,4
25/07/2010,2.1,58,50,106,8,64,4
25/07/2010,2.0,41,52,93,20,60,3
25/07/2010,1.8,15,55,70,24,53,4
25/07/2010,1.8,34,52,87,11,50,3
25/07/2010,1.5,18,40,57,14,47,2
25/07/2010,1.4,25,31,55,6,28,2
25/07/2010,1.3,21,26,46,10,23,1
25/07/2010,1.3,20,27,47,10,16,1
25/07/2010,1.2,15,28,42,8,24,1
25/07/2010,1.5,38,32,71,1,37,4
25/07/2010,1.9,73,36,109,0,48,7
25/07/2010,1.8,67,31,98,0,27,16
25/07/2010,1.6,63,30,93,0,35,15
25/07/2010,1.5,52,28,80,0,44,17
26/07/2010,1.2,30,22,52,0,36,12
26/07/2010,1.1,26,21,47,0,19,14
26/07/2010,1.0,21,16,37,0,21,4
26/07/2010,0.9,17,18,35,0,22,6
26/07/2010,0.9,29,20,49,0,48,11
26/07/2010,1.1,29,22,51,0,52,5
26/07/2010,1.5,74,25,99,0,64,5
26/07/2010,1.9,104,30,134,0,55,6
26/07/2010,-99,-99,-99,-99,-99,-99,-99
26/07/2010,1.8,70,30,100,2,44,5
26/07/2010,1.9,59,34,93,6,52,5
26/07/2010,1.8,69,42,111,11,89,5
26/07/2010,1.4,36,42,78,22,73,3
26/07/2010,1.2,19,30,49,38,55,3
26/07/2010,1.1,16,20,36,41,41,3
26/07/2010,1.3,20,26,46,32,49,2
26/07/2010,1.8,21,50,71,27,67,4
26/07/2010,1.3,18,31,48,15,42,3
26/07/2010,1.6,32,27,60,5,28,3
26/07/2010,1.5,38,31,68,0,26,3
26/07/2010,1.4,44,29,73,0,33,3
26/07/2010,1.6,49,30,80,0,32,3
26/07/2010,1.3,33,26,59,1,41,3
26/07/2010,0.8,12,21,34,1,24,2
27/07/2010,0.8,17,21,39,3,22,2
27/07/2010,0.7,8,20,28,-99,31,2
27/07/2010,0.7,13,21,34,-99,22,2
27/07/2010,0.6,8,18,26,-99,30,2
27/07/2010,0.8,22,25,47,-99,37,3
27/07/2010,1.3,69,27,96,-99,47,3
27/07/2010,1.9,115,32,147,-99,78,4
27/07/2010,1.7,83,29,112,-99,82,5
27/07/2010,1.5,57,28,85,9,59,6
27/07/2010,1.3,37,26,63,19,63,5
27/07/2010,1.3,24,19,44,29,51,4
27/07/2010,1.0,14,17,32,43,43,3
27/07/2010,0.9,11,16,27,47,39,2
27/07/2010,1.0,12,16,29,57,28,2
27/07/2010,1.0,12,15,28,56,36,2
27/07/2010,0.9,11,12,23,49,7,2
27/07/2010,0.8,10,14,24,47,40,3
27/07/2010,0.9,12,16,28,31,35,2
27/07/2010,1.2,22,28,49,10,47,3
27/07/2010,1.1,15,20,35,10,18,2
27/07/2010,0.9,15,17,33,8,25,1
27/07/2010,0.8,17,19,36,4,18,1
27/07/2010,0.7,11,21,31,8,19,2
27/07/2010,0.6,3,14,17,13,24,3
28/07/2010,0.6,6,18,23,8,28,4
28/07/2010,0.6,6,16,22,6,27,4
28/07/2010,0.6,7,17,23,5,25,4
28/07/2010,0.6,12,19,31,-99,33,3
28/07/2010,0.7,16,22,37,1,37,3
28/07/2010,0.9,23,23,46,1,18,3
28/07/2010,1.1,34,27,61,1,34,4
28/07/2010,1.2,37,21,58,4,32,4
28/07/2010,1.2,36,22,58,9,28,4
28/07/2010,1.0,26,16,41,19,32,2
28/07/2010,0.9,13,13,26,31,28,1
28/07/2010,1.1,16,17,33,31,44,1
28/07/2010,1.3,20,21,41,24,44,3
28/07/2010,1.3,24,28,51,16,44,2
28/07/2010,1.1,17,18,35,19,29,2
28/07/2010,1.1,18,22,39,12,18,2
28/07/2010,1.2,14,29,43,11,26,3
28/07/2010,1.3,20,37,57,6,27,2
28/07/2010,1.8,37,45,82,5,5,2
28/07/2010,2.7,80,56,135,1,27,4
28/07/2010,2.3,61,53,114,0,18,3
28/07/2010,1.8,25,35,60,10,16,3
28/07/2010,1.1,11,31,41,8,6,2
28/07/2010,1.1,14,41,55,1,12,3
29/07/2010,1.3,14,39,53,4,32,2
29/07/2010,1.3,23,40,63,0,14,2
29/07/2010,1.4,52,38,90,-99,47,3
29/07/2010,1.6,82,38,120,-99,52,4
29/07/2010,1.7,71,40,112,-99,47,3
29/07/2010,2.2,123,36,161,-99,55,4
29/07/2010,2.3,128,40,168,-99,67,5
29/07/2010,2.2,119,38,157,-99,60,5
29/07/2010,1.7,61,27,88,-99,59,3
29/07/2010,1.4,38,24,61,-99,39,3
29/07/2010,1.1,23,25,48,24,36,3
29/07/2010,1.1,22,29,51,31,56,3
29/07/2010,1.1,15,26,40,46,58,2
29/07/2010,1.1,13,19,32,52,39,2
29/07/2010,1.1,12,13,25,48,35,1
29/07/2010,0.9,13,13,26,36,28,2
29/07/2010,0.8,16,17,34,23,59,2
29/07/2010,0.9,13,13,27,20,34,1
29/07/2010,1.3,33,24,57,13,25,2
29/07/2010,1.1,23,26,50,5,43,3
29/07/2010,1.1,23,25,49,8,40,3
29/07/2010,0.9,13,19,32,6,43,2
29/07/2010,1.1,19,26,45,0,67,4
29/07/2010,0.8,18,26,44,-99,37,4
30/07/2010,0.7,4,16,19,8,20,1
30/07/2010,0.5,1,9,10,12,18,1
30/07/2010,0.6,1,11,11,10,23,1
30/07/2010,0.6,1,14,15,-99,13,10
30/07/2010,0.7,13,19,32,-99,24,19
30/07/2010,1.0,44,23,68,2,51,13
30/07/2010,1.7,95,28,123,0,84,11
30/07/2010,1.7,93,24,116,3,-99,22
30/07/2010,1.1,33,17,49,11,41,14
30/07/2010,1.2,42,24,67,15,66,9
30/07/2010,1.2,25,21,45,25,50,8
30/07/2010,1.1,16,22,38,36,46,6
30/07/2010,0.9,7,13,20,51,53,3
30/07/2010,0.9,9,11,19,48,35,2
30/07/2010,0.9,8,14,23,40,25,2
30/07/2010,0.9,12,20,32,40,44,2
30/07/2010,0.9,9,16,25,39,26,3
30/07/2010,0.9,15,18,32,26,63,4
30/07/2010,0.8,11,19,30,18,26,4
30/07/2010,1.1,20,29,48,8,37,3
30/07/2010,1.1,22,27,49,3,23,2
30/07/2010,1.1,15,24,39,4,16,1
30/07/2010,0.9,2,22,24,8,16,1
30/07/2010,0.9,1,24,22,12,25,1
31/07/2010,0.9,3,25,26,6,11,5
31/07/2010,1.0,10,27,37,-99,13,12
31/07/2010,0.9,20,24,44,0,31,12
31/07/2010,1.2,40,24,64,0,33,9
31/07/2010,1.0,18,22,40,0,42,6
31/07/2010,1.3,57,22,79,0,38,6
31/07/2010,1.8,86,24,110,0,56,6
31/07/2010,2.1,101,30,131,2,76,16
31/07/2010,1.7,76,32,107,6,85,19
31/07/2010,1.7,55,37,92,14,99,11
31/07/2010,1.4,24,39,63,28,76,7
31/07/2010,1.2,13,33,46,51,78,5
31/07/2010,1.2,10,27,37,63,70,3
31/07/2010,1.2,11,24,35,67,63,3
31/07/2010,0.9,6,12,18,73,48,3
31/07/2010,0.9,6,12,18,66,40,3
31/07/2010,0.8,10,20,30,39,55,3
31/07/2010,0.9,7,17,24,35,17,2
31/07/2010,1.0,5,29,33,28,36,1
31/07/2010,1.0,6,29,34,20,20,1
31/07/2010,1.0,23,29,52,7,38,2
31/07/2010,0.9,13,22,34,9,43,5
31/07/2010,0.9,9,23,32,6,34,2
31/07/2010,0.8,9,24,33,6,41,2
01/08/2010,0.8,13,25,37,5,32,3
01/08/2010,1.0,17,27,45,0,41,2
01/08/2010,0.9,12,21,33,1,21,3
01/08/2010,0.8,10,17,27,1,9,5
01/08/2010,0.8,14,19,33,0,27,7
01/08/2010,1.1,26,18,44,0,20,5
01/08/2010,1.4,52,21,73,0,46,9
01/08/2010,1.2,38,18,56,5,48,26
01/08/2010,1.1,47,21,68,8,72,58
01/08/2010,1.3,38,29,67,20,75,49
01/08/2010,1.2,15,27,42,43,64,22
01/08/2010,1.1,19,26,45,46,65,27
01/08/2010,1.0,8,16,23,69,53,16
01/08/2010,1.0,9,15,24,79,51,10
