FECHA,CO,TLA,NO2,NOX,O3,PM10,SO2
12/06/2010,0.7,9,20,29,37,78,0
12/06/2010,0.7,11,14,25,36,54,0
12/06/2010,0.8,11,23,34,27,67,0
12/06/2010,0.6,7,23,29,28,55,1
12/06/2010,0.6,6,22,28,31,32,2
12/06/2010,0.6,6,19,24,-99,45,1
12/06/2010,0.6,6,17,24,-99,37,0
12/06/2010,0.6,9,26,34,-99,33,0
13/06/2010,0.9,8,34,42,-99,30,0
13/06/2010,0.8,7,31,38,-99,27,0
13/06/2010,0.6,4,19,22,-99,24,0
13/06/2010,0.4,3,10,14,-99,10,0
13/06/2010,0.6,4,23,28,-99,28,0
13/06/2010,0.8,17,31,48,-99,29,0
13/06/2010,1.0,19,28,46,-99,24,0
13/06/2010,1.0,23,26,49,-99,36,0
13/06/2010,0.9,22,21,43,-99,40,1
13/06/2010,0.8,16,20,37,-99,48,0
13/06/2010,0.7,11,15,26,-99,37,0
13/06/2010,0.9,10,16,26,-99,41,0
13/06/2010,0.7,9,13,21,-99,39,0
13/06/2010,0.6,7,9,16,-99,16,0
13/06/2010,0.6,9,8,16,-99,26,0
13/06/2010,0.6,11,13,23,-99,23,0
13/06/2010,0.6,11,16,27,-99,29,1
13/06/2010,0.8,13,29,42,-99,14,1
13/06/2010,1.1,12,27,40,-99,45,-99
13/06/2010,1.1,11,35,47,-99,29,0
13/06/2010,1.1,15,40,54,-99,27,0
13/06/2010,1.2,28,43,70,-99,25,0
13/06/2010,0.9,12,32,44,-99,23,0
13/06/2010,0.7,5,19,25,-99,21,0
14/06/2010,0.5,-99,-99,-99,-99,16,0
14/06/2010,0.7,-99,-99,-99,-99,14,2
14/06/2010,-99,4,5,8,-99,11,-99
14/06/2010,0.4,11,14,26,-99,23,0
14/06/2010,0.6,30,24,54,-99,37,0
14/06/2010,0.9,47,23,70,-99,34,0
14/06/2010,1.5,83,27,110,-99,57,8
14/06/2010,1.1,44,21,65,-99,43,19
14/06/2010,1.2,-99,-99,-99,-99,69,6
14/06/2010,-99,-99,-99,-99,-99,54,-99
14/06/2010,0.9,-99,-99,-99,34,61,7
14/06/2010,0.9,19,25,44,49,57,7
14/06/2010,1.0,18,23,41,51,44,8
14/06/2010,0.8,14,16,29,60,43,5
14/06/2010,0.7,14,12,27,57,29,2
14/06/2010,0.6,10,12,22,53,23,2
14/06/2010,0.6,12,14,26,38,64,3
14/06/2010,0.8,17,21,38,31,43,2
14/06/2010,1.1,24,25,49,22,32,2
14/06/2010,1.0,23,22,45,19,10,2
14/06/2010,0.8,17,22,39,15,22,1
14/06/2010,0.7,21,24,45,11,41,2
14/06/2010,0.6,11,28,39,7,35,3
14/06/2010,0.5,5,20,25,14,32,2
15/06/2010,0.5,4,15,19,16,20,1
15/06/2010,0.4,6,21,26,11,26,4
15/06/2010,0.5,4,16,20,12,30,4
15/06/2010,0.5,6,17,23,9,33,5
15/06/2010,0.7,24,27,50,2,50,16
15/06/2010,0.8,20,26,45,3,45,12
15/06/2010,1.1,38,27,66,2,52,13
15/06/2010,1.1,34,29,63,6,54,11
15/06/2010,1.0,25,22,47,14,60,13
15/06/2010,1.0,30,27,57,18,68,16
15/06/2010,1.3,32,34,65,27,75,16
15/06/2010,1.3,25,40,65,44,81,14
15/06/2010,1.0,14,24,39,66,87,11
15/06/2010,0.9,13,16,30,70,49,6
15/06/2010,0.8,12,14,26,70,39,3
15/06/2010,0.8,10,15,24,69,42,2
15/06/2010,0.8,12,22,35,49,66,3
15/06/2010,0.7,13,17,30,31,67,4
15/06/2010,1.0,28,19,48,18,39,4
15/06/2010,1.0,21,25,46,11,21,4
15/06/2010,1.0,19,32,51,3,16,2
15/06/2010,1.0,21,34,55,2,29,4
15/06/2010,0.7,13,31,44,3,33,2
15/06/2010,0.5,7,21,28,9,27,3
16/06/2010,0.4,3,12,16,14,22,6
16/06/2010,0.4,4,16,20,11,21,4
16/06/2010,0.5,4,13,17,-99,30,5
16/06/2010,0.5,5,19,24,7,28,5
16/06/2010,0.5,9,23,32,5,35,5
16/06/2010,0.8,33,28,61,0,47,7
16/06/2010,0.9,29,30,57,1,36,4
16/06/2010,1.1,36,25,61,3,38,5
16/06/2010,1.0,36,22,58,10,40,4
16/06/2010,0.9,31,21,52,15,46,2
16/06/2010,1.1,22,18,40,18,35,2
16/06/2010,1.3,28,23,50,21,35,2
16/06/2010,0.9,15,19,32,39,28,2
16/06/2010,1.1,21,26,48,37,29,2
16/06/2010,1.5,35,34,69,12,46,6
16/06/2010,2.1,74,55,129,-99,61,6
16/06/2010,1.7,49,48,97,14,51,3
16/06/2010,1.3,25,38,63,19,42,2
16/06/2010,1.4,30,41,70,6,40,3
16/06/2010,1.0,21,43,64,3,32,4
16/06/2010,1.3,33,39,72,-99,29,2
16/06/2010,1.1,22,31,53,-99,26,2
16/06/2010,0.7,8,21,29,-99,20,1
16/06/2010,0.6,6,15,21,-99,20,1
17/06/2010,0.5,4,15,18,-99,18,2
17/06/2010,0.5,2,12,14,-99,20,3
17/06/2010,0.5,5,15,20,-99,17,3
17/06/2010,0.6,28,21,49,0,40,4
17/06/2010,0.8,51,21,73,0,47,4
17/06/2010,0.9,46,21,67,0,41,5
17/06/2010,1.2,51,25,76,0,53,5
17/06/2010,1.1,47,19,66,4,42,4
17/06/2010,1.2,43,21,65,8,54,5
17/06/2010,1.0,35,24,58,14,44,3
17/06/2010,1.1,27,19,46,20,32,2
17/06/2010,1.4,27,20,47,23,24,2
17/06/2010,1.1,34,23,57,21,32,4
17/06/2010,0.9,16,21,36,27,35,2
17/06/2010,0.9,15,25,41,18,32,2
17/06/2010,0.9,15,27,43,22,30,2
17/06/2010,0.7,12,17,29,34,20,3
17/06/2010,1.0,12,28,41,24,23,4
17/06/2010,1.1,11,42,53,14,36,7
17/06/2010,1.3,12,52,64,6,43,3
17/06/2010,1.2,17,45,62,2,31,3
17/06/2010,1.1,14,37,50,2,19,3
17/06/2010,0.9,11,28,39,8,27,3
17/06/2010,0.6,5,17,23,13,13,3
18/06/2010,0.5,5,12,16,16,9,2
18/06/2010,0.5,4,14,18,15,10,2
18/06/2010,0.6,4,16,19,10,15,2
18/06/2010,0.5,4,12,16,13,15,4
18/06/2010,0.5,5,11,16,14,5,2
18/06/2010,0.9,20,23,43,1,21,2
18/06/2010,1.6,58,26,84,0,27,3
18/06/2010,1.7,72,27,98,0,23,3
18/06/2010,1.5,57,32,89,3,32,2
18/06/2010,2.0,79,40,119,3,50,3
18/06/2010,1.6,46,36,82,9,36,4
18/06/2010,1.3,25,29,54,26,36,3
18/06/2010,0.8,16,12,28,33,19,2
18/06/2010,0.8,10,16,26,40,21,3
18/06/2010,0.7,9,14,24,53,20,2
18/06/2010,0.7,8,15,24,56,19,3
18/06/2010,1.0,11,22,32,51,15,3
18/06/2010,1.4,22,38,60,37,32,2
18/06/2010,1.2,24,46,70,15,67,3
18/06/2010,1.3,36,46,81,3,67,6
18/06/2010,1.0,14,37,51,13,39,2
18/06/2010,0.9,12,33,45,9,42,2
18/06/2010,0.9,13,41,54,3,50,13
18/06/2010,0.9,17,42,59,1,65,33
19/06/2010,0.8,16,39,55,0,68,37
19/06/2010,0.7,13,35,47,1,56,20
19/06/2010,0.7,16,33,48,2,54,18
19/06/2010,0.7,18,32,50,-99,63,18
19/06/2010,0.8,22,31,53,1,65,24
19/06/2010,1.1,41,35,75,0,91,58
19/06/2010,1.1,30,31,62,2,83,49
19/06/2010,1.1,36,28,63,10,70,18
19/06/2010,0.9,18,16,34,25,44,4
19/06/2010,0.9,17,19,36,35,46,3
19/06/2010,0.9,17,21,38,44,50,3
19/06/2010,0.8,12,15,27,59,36,2
19/06/2010,0.7,10,13,23,63,38,2
19/06/2010,0.8,10,12,22,61,25,2
19/06/2010,0.7,8,10,18,64,25,2
19/06/2010,0.7,9,11,20,63,39,2
19/06/2010,0.7,8,12,19,55,34,2
19/06/2010,0.9,10,21,31,34,28,1
19/06/2010,1.3,18,44,61,9,36,2
19/06/2010,1.1,11,37,47,14,24,1
19/06/2010,1.0,7,35,42,13,24,1
19/06/2010,1.1,12,35,47,11,29,1
19/06/2010,1.3,19,38,57,2,40,1
19/06/2010,0.8,9,28,38,9,26,1
20/06/2010,0.7,6,19,25,14,20,1
20/06/2010,0.6,4,14,18,18,18,1
20/06/2010,0.5,4,11,15,19,14,1
20/06/2010,0.5,4,12,16,18,17,1
20/06/2010,0.5,6,17,24,12,25,2
20/06/2010,0.6,6,16,21,14,20,2
20/06/2010,1.0,27,25,52,4,42,21
20/06/2010,1.1,32,21,53,10,46,22
20/06/2010,0.7,14,13,26,23,37,20
20/06/2010,0.9,22,20,43,25,56,54
20/06/2010,1.0,22,23,46,34,54,65
20/06/2010,1.1,16,20,36,48,53,51
20/06/2010,0.9,10,13,23,65,50,24
20/06/2010,0.8,7,13,20,73,43,12
20/06/2010,0.7,7,11,18,76,31,5
20/06/2010,0.7,9,11,21,65,36,3
20/06/2010,0.7,10,9,19,54,21,2
20/06/2010,0.8,9,17,26,40,16,2
20/06/2010,0.6,9,15,25,26,30,2
20/06/2010,0.6,9,15,24,21,58,4
20/06/2010,0.7,9,18,27,13,48,5
20/06/2010,0.6,7,15,23,15,31,1
20/06/2010,0.6,5,14,19,17,37,6
20/06/2010,0.5,5,13,18,20,16,1
21/06/2010,0.5,-99,-99,-99,21,23,7
21/06/2010,0.6,-99,-99,-99,10,23,31
21/06/2010,-99,5,12,17,11,27,-99
21/06/2010,0.5,5,13,18,-99,25,11
21/06/2010,0.7,20,24,44,4,36,12
21/06/2010,1.4,77,31,108,0,50,13
21/06/2010,1.8,108,30,139,0,79,23
21/06/2010,1.6,80,31,111,3,80,21
21/06/2010,1.6,66,37,103,11,80,18
21/06/2010,1.4,38,41,80,22,70,13
21/06/2010,1.1,25,35,59,40,75,11
21/06/2010,0.9,13,17,30,63,54,8
21/06/2010,0.9,14,17,31,67,53,7
21/06/2010,0.8,10,15,25,69,41,4
21/06/2010,1.0,14,16,30,52,31,2
21/06/2010,0.9,12,14,26,47,29,3
21/06/2010,1.3,25,24,49,34,38,2
21/06/2010,0.9,17,22,39,25,50,5
21/06/2010,0.9,22,20,41,16,58,2
21/06/2010,1.1,29,32,61,6,57,3
21/06/2010,0.7,14,24,38,11,48,3
21/06/2010,0.8,15,24,39,10,34,4
21/06/2010,0.8,11,22,33,10,22,1
21/06/2010,0.5,4,17,21,14,24,1
22/06/2010,0.5,3,13,16,16,20,1
22/06/2010,0.5,3,10,13,19,15,1
22/06/2010,0.5,3,11,13,17,14,2
22/06/2010,0.5,4,19,23,9,18,3
22/06/2010,0.6,9,24,33,4,30,2
22/06/2010,0.9,21,27,48,3,40,3
22/06/2010,1.2,32,29,60,2,54,4
22/06/2010,1.2,41,30,71,8,49,4
22/06/2010,1.2,43,28,71,13,67,5
22/06/2010,0.9,22,26,48,28,59,3
22/06/2010,1.2,19,24,44,41,65,3
22/06/2010,1.1,17,17,35,54,44,2
22/06/2010,1.0,16,20,36,66,52,3
22/06/2010,0.8,12,15,27,72,46,3
22/06/2010,-99,-99,-99,-99,-99,45,-99
22/06/2010,0.8,13,17,30,59,52,2
22/06/2010,0.8,14,18,32,33,85,1
22/06/2010,1.0,18,21,39,25,29,1
22/06/2010,1.0,24,30,54,13,-99,2
22/06/2010,-99,-99,-99,-99,-99,-99,-99
22/06/2010,-99,-99,-99,-99,-99,-99,-99
22/06/2010,-99,-99,-99,-99,-99,-99,-99
22/06/2010,-99,-99,-99,-99,-99,-99,-99
22/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,-99,-99,-99,-99,-99,78,-99
23/06/2010,-99,-99,-99,-99,-99,-99,-99
23/06/2010,1.4,58,40,97,8,71,17
23/06/2010,1.4,34,39,73,23,81,9
23/06/2010,1.5,32,49,81,31,94,13
23/06/2010,1.3,20,42,62,58,95,13
23/06/2010,1.1,15,31,46,75,82,14
23/06/2010,0.8,10,18,28,86,52,11
23/06/2010,0.8,10,16,25,87,53,9
23/06/2010,0.7,9,14,23,80,34,3
23/06/2010,0.8,16,20,36,61,54,4
23/06/2010,0.8,17,18,35,32,79,2
23/06/2010,1.0,15,33,48,30,24,2
23/06/2010,1.0,15,36,50,12,44,2
23/06/2010,0.8,13,30,43,13,51,3
23/06/2010,0.6,6,16,22,25,38,5
23/06/2010,0.6,4,20,24,22,24,2
23/06/2010,0.6,1,16,17,25,19,1
24/06/2010,0.5,2,19,20,20,25,1
24/06/2010,0.5,2,17,19,21,22,2
24/06/2010,0.5,1,18,19,17,23,1
24/06/2010,0.5,1,13,14,21,15,1
24/06/2010,0.6,6,24,30,9,28,2
24/06/2010,0.9,19,32,50,3,37,3
24/06/2010,1.1,30,28,58,4,40,7
24/06/2010,1.1,38,27,65,10,37,5
24/06/2010,1.0,29,24,54,18,48,4
24/06/2010,1.2,29,30,59,23,60,4
24/06/2010,1.0,20,25,45,32,54,7
24/06/2010,1.0,19,18,37,41,50,6
24/06/2010,0.9,14,19,33,48,46,3
24/06/2010,0.8,12,16,29,54,35,3
24/06/2010,0.8,14,22,36,40,60,3
24/06/2010,1.0,18,32,49,19,31,7
24/06/2010,0.9,16,24,40,22,34,2
24/06/2010,0.9,13,22,35,24,36,1
24/06/2010,0.9,10,26,36,22,20,1
24/06/2010,0.9,11,30,41,17,30,3
24/06/2010,1.1,18,38,56,7,36,2
24/06/2010,1.1,9,31,40,14,22,1
24/06/2010,0.9,5,31,37,13,23,4
24/06/2010,0.7,4,21,25,16,13,2
25/06/2010,0.6,3,21,24,14,20,1
25/06/2010,0.6,2,18,19,12,16,1
25/06/2010,0.5,3,18,21,12,20,1
25/06/2010,0.7,6,23,29,5,23,1
25/06/2010,0.7,10,28,38,5,28,1
25/06/2010,1.2,43,37,80,-99,33,2
25/06/2010,1.5,58,36,93,-99,-99,2
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,-99,-99
25/06/2010,-99,-99,-99,-99,-99,81,-99
25/06/2010,0.8,10,14,24,55,59,1
25/06/2010,0.9,14,20,33,32,38,3
25/06/2010,1.1,21,33,54,13,50,2
25/06/2010,0.8,8,23,31,18,84,5
25/06/2010,0.9,18,33,51,6,34,3
25/06/2010,0.7,10,26,36,11,33,5
25/06/2010,0.7,13,27,41,10,29,4
25/06/2010,0.6,4,20,24,14,29,1
26/06/2010,0.6,5,21,26,9,25,21
26/06/2010,0.5,7,28,35,4,37,71
26/06/2010,0.6,4,29,33,5,32,100
26/06/2010,0.5,4,23,27,7,32,58
26/06/2010,0.6,23,31,54,2,51,95
26/06/2010,0.7,17,26,43,2,40,29
26/06/2010,0.9,23,27,50,2,43,34
26/06/2010,1.0,24,23,47,8,52,37
26/06/2010,1.3,47,30,77,8,78,28
26/06/2010,1.1,28,31,58,17,82,19
26/06/2010,1.1,19,28,47,34,76,12
26/06/2010,1.1,9,22,31,60,54,6
26/06/2010,0.9,7,18,24,73,50,3
26/06/2010,0.8,6,17,23,75,48,2
26/06/2010,0.8,8,18,26,74,40,2
26/06/2010,0.8,8,14,23,67,48,2
26/06/2010,0.7,6,12,18,45,28,1
26/06/2010,0.8,8,18,26,30,51,3
26/06/2010,0.7,9,24,33,27,28,2
26/06/2010,0.7,8,23,31,20,28,4
26/06/2010,0.8,10,19,29,20,42,1
26/06/2010,0.7,6,19,25,17,54,8
26/06/2010,0.8,12,27,39,5,27,3
26/06/2010,0.7,12,31,43,3,21,4
27/06/2010,0.7,4,21,25,7,34,3
27/06/2010,0.6,6,21,27,5,36,35
27/06/2010,0.6,7,24,30,3,43,52
27/06/2010,0.6,2,24,27,3,42,53
27/06/2010,0.6,2,20,21,4,39,38
27/06/2010,0.7,6,19,24,3,42,29
27/06/2010,1.1,27,24,51,2,50,22
27/06/2010,1.0,22,20,42,10,39,27
27/06/2010,1.0,28,22,50,16,45,29
27/06/2010,1.0,26,30,57,24,50,23
27/06/2010,1.1,18,34,52,45,60,13
27/06/2010,1.0,15,29,43,52,47,10
27/06/2010,0.8,9,19,28,70,48,7
27/06/2010,0.7,7,11,18,76,24,4
27/06/2010,0.6,7,8,15,70,25,4
27/06/2010,0.6,6,8,14,81,42,13
27/06/2010,0.6,7,11,18,67,40,11
27/06/2010,0.6,6,8,14,43,23,3
27/06/2010,0.8,11,9,20,32,43,2
27/06/2010,0.7,6,10,16,30,21,1
27/06/2010,0.7,10,12,22,23,29,1
27/06/2010,0.6,9,19,28,16,30,1
27/06/2010,0.6,4,16,20,17,27,4
27/06/2010,0.5,6,16,22,17,36,3
28/06/2010,0.6,-99,-99,-99,9,48,4
28/06/2010,1.2,-99,-99,-99,13,30,7
28/06/2010,-99,4,8,12,21,21,-99
28/06/2010,0.5,4,12,16,-99,27,15
28/06/2010,0.6,12,19,31,7,33,29
28/06/2010,0.8,30,25,55,2,43,38
28/06/2010,1.4,67,30,97,-99,59,46
28/06/2010,1.8,98,33,131,2,78,34
28/06/2010,1.6,80,38,118,6,75,32
28/06/2010,1.5,53,42,95,16,86,30
28/06/2010,1.3,40,35,75,25,69,14
28/06/2010,1.3,29,37,65,43,88,14
28/06/2010,1.0,17,19,36,46,60,42
28/06/2010,0.8,14,14,27,49,35,10
28/06/2010,0.7,10,11,20,49,44,2
28/06/2010,0.7,11,13,24,44,42,2
28/06/2010,0.7,10,10,20,39,26,2
28/06/2010,0.7,13,12,25,30,37,2
28/06/2010,0.7,15,19,34,22,63,2
28/06/2010,0.7,10,23,33,15,67,7
28/06/2010,0.7,11,18,29,15,50,4
28/06/2010,0.7,20,20,40,11,17,2
28/06/2010,0.6,15,17,32,11,24,1
28/06/2010,0.6,9,19,28,11,37,2
29/06/2010,0.5,7,18,25,11,31,2
29/06/2010,0.5,3,13,15,13,26,2
29/06/2010,0.5,3,14,17,12,15,3
29/06/2010,0.5,4,16,20,10,18,2
29/06/2010,0.6,13,23,36,3,32,3
29/06/2010,0.8,22,22,44,4,21,2
29/06/2010,1.1,32,25,56,3,35,2
29/06/2010,1.0,30,22,52,7,27,3
29/06/2010,1.1,28,22,50,10,35,3
29/06/2010,1.0,30,19,50,17,35,4
29/06/2010,1.0,23,18,41,25,50,22
29/06/2010,0.9,17,14,32,34,50,25
29/06/2010,0.8,14,13,27,43,51,15
29/06/2010,0.8,15,14,29,46,42,18
29/06/2010,0.7,14,13,27,44,33,5
29/06/2010,0.7,13,12,25,44,32,5
29/06/2010,0.8,12,16,29,41,48,4
29/06/2010,0.9,19,14,34,29,35,3
29/06/2010,0.7,16,18,34,20,29,3
29/06/2010,0.7,17,20,36,15,40,2
29/06/2010,0.7,17,19,36,12,48,2
29/06/2010,0.6,6,14,20,19,18,3
29/06/2010,0.6,6,16,22,16,15,2
29/06/2010,0.5,5,12,16,19,21,1
30/06/2010,0.5,5,14,19,19,12,1
30/06/2010,0.5,7,22,29,10,23,3
30/06/2010,0.5,5,16,21,16,18,2
30/06/2010,0.5,5,16,22,14,19,2
30/06/2010,0.6,11,18,29,7,19,1
30/06/2010,1.0,29,27,56,1,28,2
30/06/2010,1.5,68,30,98,0,40,2
30/06/2010,2.0,84,33,118,1,59,3
30/06/2010,2.1,76,45,121,5,61,4
30/06/2010,1.1,23,28,51,26,37,4
30/06/2010,1.1,19,21,40,41,33,4
30/06/2010,1.1,17,21,38,54,34,3
30/06/2010,1.1,10,28,38,71,43,3
30/06/2010,1.0,14,18,32,50,28,3
30/06/2010,0.9,16,18,34,50,38,3
30/06/2010,1.1,10,26,36,51,56,3
30/06/2010,1.2,8,31,39,52,81,6
30/06/2010,1.1,9,33,41,33,43,2
30/06/2010,1.0,10,32,42,26,26,7
30/06/2010,0.9,7,28,35,22,38,3
30/06/2010,1.8,39,57,95,3,49,4
30/06/2010,1.6,25,44,69,5,42,2
30/06/2010,1.3,9,38,47,5,41,2
30/06/2010,1.2,9,43,52,0,34,2
01/07/2010,1.5,20,43,63,1,32,2
01/07/2010,1.1,5,27,32,10,25,2
01/07/2010,0.7,4,23,27,12,30,1
01/07/2010,0.8,5,29,33,5,25,2
01/07/2010,0.9,10,34,44,2,47,4
01/07/2010,1.4,41,40,81,0,27,3
01/07/2010,1.8,67,43,109,0,34,5
01/07/2010,2.2,73,44,117,0,35,3
01/07/2010,2.4,82,48,130,1,55,4
01/07/2010,1.9,56,45,101,5,63,4
01/07/2010,1.4,34,36,70,14,69,4
01/07/2010,1.3,25,30,55,28,45,3
01/07/2010,1.2,14,25,39,32,39,3
01/07/2010,1.0,12,17,29,39,22,4
01/07/2010,1.1,10,22,32,41,35,2
01/07/2010,1.4,17,23,40,30,39,2
01/07/2010,1.1,16,19,35,33,35,2
01/07/2010,0.9,9,20,29,25,36,3
01/07/2010,0.9,11,24,34,16,19,3
01/07/2010,1.2,19,37,56,-99,40,2
01/07/2010,1.4,36,38,73,-99,39,2
01/07/2010,1.2,24,29,53,-99,31,2
01/07/2010,0.9,19,33,52,-99,45,4
01/07/2010,0.8,7,26,33,-99,27,10
02/07/2010,0.7,9,30,39,-99,34,20
02/07/2010,0.7,14,31,45,-99,50,15
02/07/2010,0.7,18,30,48,-99,53,9
02/07/2010,0.8,16,25,41,-99,31,5
02/07/2010,0.8,8,18,26,-99,19,2
02/07/2010,1.0,16,28,44,3,21,2
02/07/2010,1.6,40,32,72,1,28,3
02/07/2010,1.8,64,39,104,3,39,5
02/07/2010,1.9,68,46,114,9,48,5
02/07/2010,1.6,35,45,80,27,43,3
02/07/2010,1.7,34,55,89,41,60,3
02/07/2010,1.7,26,50,75,59,55,4
02/07/2010,1.2,10,28,38,78,60,3
02/07/2010,1.0,11,19,29,61,28,3
02/07/2010,1.0,10,15,25,61,-99,2
02/07/2010,-99,-99,-99,-99,-99,24,-99
02/07/2010,1.1,10,25,35,50,24,2
02/07/2010,1.1,13,33,46,41,30,7
02/07/2010,1.3,25,48,73,15,62,7
02/07/2010,1.4,30,48,78,3,45,4
02/07/2010,1.3,24,42,66,4,40,5
02/07/2010,1.0,13,31,45,12,31,4
02/07/2010,0.7,6,19,25,20,15,1
02/07/2010,0.7,4,19,23,16,19,1
03/07/2010,0.8,6,26,32,8,20,1
03/07/2010,0.9,12,28,40,-99,23,2
03/07/2010,1.1,45,33,78,0,40,2
03/07/2010,0.8,14,24,38,1,23,1
03/07/2010,1.1,56,30,86,0,59,3
03/07/2010,1.3,68,26,95,0,45,2
03/07/2010,2.2,144,27,170,0,75,4
03/07/2010,2.1,109,29,138,1,71,4
03/07/2010,2.3,105,49,153,3,93,5
03/07/2010,1.7,60,46,106,15,77,5
03/07/2010,1.2,19,34,53,34,51,3
03/07/2010,1.2,16,40,56,49,66,4
03/07/2010,1.2,11,29,41,44,49,2
03/07/2010,0.9,18,13,30,12,16,2
03/07/2010,0.9,18,15,34,11,17,2
03/07/2010,1.0,21,15,35,13,22,1
03/07/2010,0.9,12,16,28,24,28,3
03/07/2010,1.1,12,28,40,24,39,2
03/07/2010,1.0,10,28,38,17,39,4
03/07/2010,0.9,8,27,35,15,42,7
03/07/2010,1.1,19,37,56,2,39,16
03/07/2010,1.4,48,41,89,0,42,66
03/07/2010,1.3,59,44,102,0,48,97
03/07/2010,1.4,53,40,94,0,48,80
04/07/2010,1.3,37,38,75,0,45,53
04/07/2010,1.5,39,38,77,0,42,22
04/07/2010,1.3,20,27,47,0,30,5
04/07/2010,1.4,53,28,81,0,49,6
04/07/2010,1.4,65,31,96,0,65,4
04/07/2010,1.4,60,31,91,0,89,5
04/07/2010,1.4,56,27,83,0,79,5
04/07/2010,1.5,43,25,68,4,59,4
04/07/2010,1.5,49,33,82,6,76,5
04/07/2010,1.4,36,37,73,21,78,5
04/07/2010,1.1,14,24,38,48,50,3
04/07/2010,1.2,11,23,34,70,44,3
04/07/2010,1.0,7,22,29,83,39,4
04/07/2010,1.1,6,24,29,101,50,4
04/07/2010,1.1,5,25,30,84,49,5
04/07/2010,1.0,3,24,28,68,50,2
04/07/2010,1.0,5,26,32,49,31,2
04/07/2010,1.3,16,43,59,18,35,2
04/07/2010,1.5,24,45,69,4,50,3
04/07/2010,0.8,6,26,32,16,44,5
04/07/2010,0.9,16,27,43,11,24,3
04/07/2010,0.7,17,25,42,5,18,3
04/07/2010,0.7,10,28,38,2,31,14
04/07/2010,0.7,11,27,38,1,27,14
05/07/2010,0.7,-99,-99,-99,0,40,12
05/07/2010,1.4,-99,-99,-99,13,17,11
05/07/2010,-99,4,20,24,10,17,-99
05/07/2010,0.7,4,11,15,-99,22,3
05/07/2010,0.6,5,22,27,6,22,3
05/07/2010,0.9,17,30,47,0,26,4
05/07/2010,1.2,33,31,63,1,34,9
05/07/2010,1.7,63,38,100,5,44,7
05/07/2010,2.0,57,39,96,11,52,7
05/07/2010,1.7,48,42,89,18,65,6
05/07/2010,1.6,31,49,80,33,59,5
05/07/2010,1.7,28,56,84,49,62,5
05/07/2010,1.8,21,55,76,75,66,4
05/07/2010,1.6,12,52,64,83,67,4
05/07/2010,1.1,14,31,45,51,34,2
05/07/2010,-99,-99,-99,-99,-99,36,-99
05/07/2010,1.0,12,22,33,42,28,2
05/07/2010,1.1,21,25,46,18,29,3
05/07/2010,1.5,34,37,70,5,30,4
05/07/2010,1.1,15,26,41,8,28,2
05/07/2010,1.2,13,40,53,7,27,2
05/07/2010,1.0,22,33,55,9,15,3
05/07/2010,1.0,19,34,52,6,10,3
05/07/2010,0.9,13,39,51,2,18,3
06/07/2010,0.9,9,34,43,4,18,3
06/07/2010,0.8,3,27,30,8,25,4
06/07/2010,0.9,9,35,44,2,23,2
06/07/2010,1.0,17,39,56,0,26,2
06/07/2010,1.0,19,38,57,0,35,2
06/07/2010,1.2,35,39,74,0,41,3
06/07/2010,1.7,66,40,106,0,62,4
06/07/2010,2.3,88,46,133,1,68,5
06/07/2010,2.5,94,51,145,6,58,5
06/07/2010,2.2,53,61,114,20,76,6
06/07/2010,2.2,31,64,96,49,83,5
06/07/2010,1.8,21,56,77,67,71,4
06/07/2010,1.4,12,43,55,93,62,3
06/07/2010,1.5,9,43,52,113,81,3
06/07/2010,1.3,9,40,49,63,60,2
06/07/2010,1.4,11,44,55,51,56,2
06/07/2010,1.2,19,29,48,19,28,2
06/07/2010,1.6,37,32,69,6,31,3
06/07/2010,1.9,67,40,107,1,59,4
06/07/2010,1.9,12,64,75,9,62,2
06/07/2010,1.7,15,61,75,10,142,3
06/07/2010,1.6,23,61,84,0,55,3
06/07/2010,1.5,32,52,84,-99,45,4
06/07/2010,0.9,14,33,47,-99,26,4
07/07/2010,0.7,6,28,33,-99,33,4
07/07/2010,0.6,5,24,29,-99,25,3
07/07/2010,0.6,4,26,30,-99,28,3
07/07/2010,0.7,7,30,37,-99,27,4
07/07/2010,0.7,13,26,39,-99,36,6
07/07/2010,1.2,49,32,81,-99,47,11
07/07/2010,1.5,70,34,104,-99,53,14
07/07/2010,1.9,85,34,120,-99,61,13
07/07/2010,2.0,73,46,120,3,77,10
07/07/2010,1.8,61,49,109,6,81,10
07/07/2010,1.7,40,52,92,25,82,9
07/07/2010,2.0,42,59,101,36,81,7
07/07/2010,1.5,18,47,65,73,97,7
